document_id,title,author,datepub,citations,score_v1,N_qual_v1,N_total,text_length,Od_raw,Od,Id,score_v2,N_total_v2,T_total_v2,log_cit
6548,Report of the Task Force on Teaching Human Genetics in North American Medical Schools.,"Graham JM Jr, Rotter JI, Riccardi VM, Baird PA, Benkendorf J, Bodurtha J, Childs B, Davidson R, Huether CA, Laing K, et al.",1989,9,0.34152616301701283,3,68,898,2.2905578141200356,0.4854243019055812,0.21131565691113308,0.4031917084072468,68,72,2.302585092994046
3783,Occupational medicine: the way ahead.,"Seaton A, Agius R.",1995,4,0.1319301017607265,9,66,893,2.7203180276810848,0.576500829364815,0.14770330562744333,0.44786157224360346,66,75,1.6094379124341003
5309,Intensive medicine in Europe: A need.,"Navarrete Navarro P, León Gil C, González Díaz G.",2011,4,0.24328922637904532,18,136,2114,2.7215991685297563,0.5767723339294566,0.14770330562744333,0.4480516254388526,136,161,1.6094379124341003
5267,Transfusion strategies in bleeding critically ill adults: A clinical practice guideline from the European Society of Int,"Møller MH, Sigurðsson MI, Olkkola KT, Rehn M, Yli-Hankala A, Chew MS.",2022,17,0.3779495174287105,80,356,5889,2.5850462866274793,0.5478334933719335,0.26525873401838873,0.46306106556587007,356,495,2.8903717578961645
4027,Occupational and environmental health. Preparing residents to treat related illnesses.,"Can Fam Physician. 1996 Apr;42:594-6, 606-9.",1996,3,0.4182814928632028,90,153,3171,2.941544229312453,0.6233839832534173,0.12722470256737944,0.4745361990476059,153,253,1.3862943611198906
1178,Communicable Diseases.,"Tulchinsky TH, Varavikova EA.",2007,4,0.5793237877030567,131,775,14533,2.9025408164522624,0.6151182218118678,0.14770330562744333,0.47489374695654046,775,1259,1.6094379124341003
5208,Who will practise emergency medicine? Survey of family medicine graduates.,"Ovens H, Allen R, Cohen E.",1993,2,0.13528021305703317,26,184,2764,3.04377681096349,0.6450495265870287,0.10082319136734952,0.48178162602112495,184,220,1.0986122886681098
3699,The teaching of occupational health in US medical schools: little improvement in 9 years.,"Burstein JM, Levy BS.",1994,3,0.4798428955408728,14,152,2289,3.0324548318336575,0.6426501268506812,0.12722470256737944,0.48802249956569066,152,164,1.3862943611198906
7435,Demonstrating excellence in the scholarship of practice-based service for public health.,"Potter MA, Burdine J, Goldman L, Olson D, Silver GB, Smith LU, Villanueva AM, Wright K.",2009,0,0.5519691599055842,29,313,4477,3.2951452988981504,0.6983205560387,0.0,0.48882438922709,313,376,0.0
6913,Ethical problems arising in evidence based complementary and alternative medicine.,"Ernst E, Cohen MH, Stone J.",2004,30,0.41315407926536984,36,284,4256,2.734852837478226,0.579581105206627,0.3151480760246894,0.5002511964520457,284,322,3.4339872044851463
5255,Regional anaesthesia in patients on antithrombotic drugs - a joint ESAIC/ESRA guideline: Endorsement by the Scandinavian,"Møller MH, Sigurðsson MI, Olkkola KT, Rehn M, Yli-Hankala A, Chew MS.",2022,9,0.44097262728037984,76,349,5763,2.9543865146777106,0.6261055724531631,0.21131565691113308,0.5016685977905541,349,463,2.302585092994046
5248,Therapeutics and COVID-19-A living WHO guideline: Endorsement by the Scandinavian Society of Anaesthesiology and Intensi,"Møller MH, Chew MS, Olkkola KT, Rehn M, Yli-Hankala A, Sigurðsson MI.",2022,10,0.4801787762072124,57,339,5093,2.9748072807504657,0.6304332240208894,0.2200625793666591,0.5073220306246203,339,392,2.3978952727983707
2129,Family medicine and psychiatry. Opportunities for sharing mental health care.,"Kates N, Craven M.",1999,16,0.4229203780797445,63,79,2130,2.899840720370806,0.6145460064993622,0.26001312211664507,0.5081861411845471,79,155,2.833213344056216
